id,name,link,score,discounts,freebies,subscriptions
36,Black Sheep Coffee,https://leavetheherdbehind.com/blogs/locations/jubilee,9,,{' are£20.00away from free UK shippingRemoving'},"{'and exclusive offersSubscribeNo Thank you', 'ft CardsGift SubscriptionsMerchMy Accoun', 'tionsEURGBP🇬🇧🇫🇷0ShopSubscriptionsLocationsBeats', 'and exclusive offersSubscribeYou are£20.00away ', 'sPrivacy PolicyBean Subscriptions F.A.QCOVID-19', ' For DeliveryCoffee SubscriptionsCoffee BeansGi', '20 for UK ordersShopSubscriptions0CoffeesBeatsL'}"
53,The Henry Addington,https://www.nicholsonspubs.co.uk/restaurants/london/thehenryaddingtoncanarywharflondon?utm_source=google&utm_medium=organic&utm_campaign=gmb,10,{'25% off'},,
3,Cupping Clinic E7 - Hijama in London,https://www.hijamainlondon.com/charity-funday,2,,"{'anor Park, E12 6AF**Free Entry**👩\u200d👧\u200d👦 \xa0 Ladi'}",
3,Cupping Clinic E7 - Hijama in London,https://www.hijamainlondon.com/ipl-price-list,4,,"{'Laser Ipl treatment Free consultationFree Pa', 've your 6th session free!On selected package'}",
68,Cart & Horses,http://www.cartandhorses.london/iron-maiden/,6,,"{'), “All Right Now” (Free), “Blowin’ Free” (W', '”, “I’m A Mover” by Free and Tucky Buzzard’s', 'but single “Running Free” was written during'}",
68,Cart & Horses,http://www.cartandhorses.london/news-offers-events/,12,{'50% OFF'},{'\r\nFREE *standard post* or '},
92,"Alterations Boutique - Wedding Dress Alterations, Dress Alterations, London",https://www.alterationsboutique.co.uk/,6,,"{'ments are performed free of charge. Rest ass', 'ke advantage of our Free Consultation & Fitt', 'he consultation are free. We only charge for'}",
92,"Alterations Boutique - Wedding Dress Alterations, Dress Alterations, London",https://www.alterationsboutique.co.uk/morning-suit-alterations,2,,"{'so we can provide a free, accurate and no ob'}",
81,The Elephant and Castle,https://www.nicholsonspubs.co.uk/restaurants/london/theelephantandcastlekensingtonlondon?utm_source=google&utm_medium=organic&utm_campaign=gmb,10,{'25% off'},,
74,Shirley Sherwood Gallery,http://www.kew.org/kew-gardens/attractions/shirley-sherwood-gallery,2,,,"{'5info@kew.orgTicketsMembershipWakehurstOpen today1', 'hurst@kew.orgTicketsMembershipStay in touchGet exc'}"
30,Hackney Coffee Company,http://www.hackneycoffee.co/,3,,,"{'a product or a page.SubscribeAge verificationBy', 'your homeExperiencesGift CardsAbout UsOur Mission', ' CommunityVenue HireGift CardsChef ResidencyCoffe'}"
30,Hackney Coffee Company,http://www.hackneycoffee.co/collections/gift-cards,6,,,"{'your homeExperiencesGift CardsAbout UsOur Mission', 'to newSelect OptionsGift Cardsfrom£10.00About UsJ', 'Log inCart (0)SearchGift CardsSort byFeaturedBest', 'Gift Cards – Hackney Coffee C', 'a product or a page.SubscribeAge verificationBy', ' CommunityVenue HireGift CardsChef ResidencyCoffe'}"
30,Hackney Coffee Company,http://www.hackneycoffee.co/pages/faq,11,,"{'ews is, delivery is free for orders over £25', 'we do not have step free access to the venue', 's, we offer free delivery on orders ', 'hours).Do you offer free delivery?Open tabYe'}","{'a product or a page.SubscribeAge verificationBy', 'your homeExperiencesGift CardsAbout UsOur Mission', ' CommunityVenue HireGift CardsChef ResidencyCoffe'}"
30,Hackney Coffee Company,http://www.hackneycoffee.co/pages/signup,15,{'15% off'},{'Signup for free – Hackney Coffee Co'},"{'a product or a page.SubscribeAge verificationBy', 'your homeExperiencesGift CardsAbout UsOur Mission', ' CommunityVenue HireGift CardsChef ResidencyCoffe'}"
67,Jack The Clipper,https://jacktheclipper.co.uk/,4,,,"{' an appointmentGift VouchersFeeling generous? T', 'ppointmentShop Gift Vouchers & Jack The Clipper', 't someone to\xa0a gift voucher from our shopShop G', 'ift VouchersAppointments availa'}"
67,Jack The Clipper,https://jacktheclipper.co.uk/locations/canary-wharf/,1,,,{'nd Out MoreBuy Gift VouchersCanary Wharf StoryW'}
97,Angel Comedy,http://www.angelcomedy.co.uk/,34,,"{'me for stand up and free comedySkip to conte', '+ BookAngel Comedy (Free)8:00pm on Friday 20', 'me for stand up and free comedyJoin our mail', '+ BookAngel Comedy (Free)8:00pm on Friday 27', 'okAngel Comedy RAW (free)8:00pm on Thursday ', 'okAngel Comedy RAW (Free)8:00pm on Tuesday 3', 'okAngel Comedy RAW (Free)8:00pm on Thursday ', 'okAngel Comedy RAW (Free)8:00pm on Wednesday', 'okAngel Comedy RAW (Free)8:00pm on Tuesday 2', 'okAngel Comedy RAW (Free)8:00pm on Sunday 29', 'okAngel Comedy RAW (Free)8:00pm on Sunday 15', '+ BookAngel Comedy (Free)8:00pm on Saturday ', '+ BookAngel Comedy (Free)7:30pm on Saturday ', 'okAngel Comedy RAW (Free)8:00pm on Tuesday 1', 'okAngel Comedy RAW (Free)8:00pm on Sunday 22', 'okAngel Comedy RAW (free)8:00pm on Wednesday', '+ BookAngel Comedy (Free)7:45pm on Friday 13'}",
97,Angel Comedy,http://www.angelcomedy.co.uk/event-detail/angel-comedy-raw-free-11th-aug-the-camden-head-london-tickets-202108112000,4,,"{'Angel Comedy RAW (free) - Angel Comedy, st', 'AQAngel Comedy RAW (free)Wednesday 11th Augu'}",
97,Angel Comedy,http://www.angelcomedy.co.uk/event-detail/angel-comedy-12th-aug-the-bill-murray-london-tickets-202108122030,2,,{'ime Out) putting on free world-class shows e'},
97,Angel Comedy,http://www.angelcomedy.co.uk/event-detail/angel-comedy-free-13th-aug-the-camden-head-london-tickets-202108131945,8,,"{'Angel Comedy (Free) - Angel Comedy, st', 'ntsFAQAngel Comedy (Free)Friday 13th August ', 'me Out), putting on free world-class shows e', 'en HeadOur original free shows return! No ti'}",
97,Angel Comedy,http://www.angelcomedy.co.uk/camden-head,50,,"{' Improvised Comedy (Free)Monday16/08/20218:0', 'etailsAngel Comedy (Free)Friday20/08/20218:0', 'lsAngel Comedy RAW (Free)Wednesday18/08/2021', 'lsAngel Comedy RAW (Free)Tuesday17/08/20218:', 'lsAngel Comedy RAW (Free)Thursday26/08/20218', 'etailsAngel Comedy (Free)Saturday28/08/20218', ""HeadThat's fabulous free comedy 7 nights a w"", 'lsAngel Comedy RAW (free)Wednesday11/08/2021', 'lsAngel Comedy RAW (Free)Sunday22/08/20218:0', 'me for stand up and free comedySkip to conte', ' Improvised Comedy (Free)Monday23/08/20218:0', 'lsAngel Comedy RAW (Free)Tuesday24/08/20218:', 'lsAngel Comedy RAW (Free)Wednesday25/08/2021', 'lsAngel Comedy RAW (Free)Sunday15/08/20218:0', ' Improvised Comedy (Free)Monday30/08/20218:0', 'etailsAngel Comedy (Free)Friday27/08/20218:0', 'lsAngel Comedy RAW (Free)Sunday29/08/20218:0', 'lsAngel Comedy RAW (free)Thursday12/08/20218', 'etailsAngel Comedy (Free)Saturday21/08/20218', 'lsAngel Comedy RAW (Free)Tuesday31/08/20218:', 'lsAngel Comedy RAW (Free)Thursday19/08/20218', 'etailsAngel Comedy (Free)Friday13/08/20217:4', 'OnAngel Comedy RAW (Free)Tuesday10/08/20218:', 'ate EventsFAQAlways Free, Always Funny! @ Th', 'etailsAngel Comedy (Free)Saturday14/08/20217'}",
94,The Castle Cinema,https://thecastlecinema.com/,6,,"{""ded, it's basically free!Find out morePrivat""}","{""xWhat's onBar & foodMembershipPrivate hireBlogVide"", ' visit:Find out moreMembershipMembers get brillian', ""UWhat's onBar & foodMembershipPrivate hireBlogVide"", ""uWhat's onBar & foodMembershipPrivate hireBlogVide""}"
94,The Castle Cinema,https://thecastlecinema.com/bar/#events,3,,,"{""xWhat's onBar & foodMembershipPrivate hireBlogVide"", ""uWhat's onBar & foodMembershipPrivate hireBlogVide"", ""UWhat's onBar & foodMembershipPrivate hireBlogVide""}"
94,The Castle Cinema,https://thecastlecinema.com/bookings/785/limbo,2,,,"{""uWhat's onBar & foodMembershipPrivate hireAbout us"", ""aWhat's onBar & foodMembershipPrivate HireAbout us""}"
94,The Castle Cinema,https://thecastlecinema.com/info/#find-us,10,,"{'embership basically free since you get ticke', '(and they watch for free!). Live screenings '}","{'all the benefits of membership (including cheaper ', ""UWhat's onBar & foodMembershipPrivate hireBlogVide"", ""uWhat's onBar & foodMembershipPrivate hireBlogVide"", ""xWhat's onBar & foodMembershipPrivate hireBlogVide"", 'nline. Check out theMembership pageto find out mor', ""nema, so we've made membership basically free sinc""}"
94,The Castle Cinema,https://thecastlecinema.com/about-us/#thanks,7,,"{'isten, and did some free screenings in the s'}","{""UWhat's onBar & foodMembershipPrivate hireBlogVide"", 'ns available - from membership to chairs. Check ou', 't ourMembershippage for more info.O', ""xWhat's onBar & foodMembershipPrivate hireBlogVide"", ""uWhat's onBar & foodMembershipPrivate hireBlogVide""}"
78,Burberry,https://uk.burberry.com/stores/thomass-cafe/?utm_source=GooglePlacesYext&utm_medium=organic&utm_campaign=GB9180,7,,{' and services.Enjoy free shippingContinue sh'},"{'nd events. When you subscribe, you confirm you ', 'aterSign upNo thanksSubscribe to receive email ', ' CareOpens a new tabGift CardsOpens a new tabStor', 'time by using the unsubscribe link in the email', 'and future releases.Subscribe to receive email '}"
78,Burberry,https://uk.burberry.com/stores/thomass-cafe/?utm_source=GooglePlacesYext&utm_medium=organic&utm_campaign=GB9180/customer-service/faqs/,8,,{' and services.Enjoy free shippingContinue sh'},"{'nd events. When you subscribe, you confirm you ', 'QsProduct After CareGift Cards+-CUSTOMER SERVICE+', 'aterSign upNo thanksSubscribe to receive email ', 'time by using the unsubscribe link in the email', ' CareOpens a new tabGift CardsOpens a new tabStor', 'and future releases.Subscribe to receive email '}"
99,House of Spells London,http://www.houseofspells.co.uk/,4,,,"{'eofspellsON FACEBOOKSubscribe to Our newsletter', 'efore ChristmasGift VouchersNewAbout UsContact ', 't UsHouse Of Spells Gift CardAffiliate ProgramPri', 'e ChristmasHomeGift VouchersNewContact UsAbout '}"
9,Cafe OTO.,http://www.cafeoto.co.uk/,7,,"{""gh I had 'acted' to free myself from his tee""}","{'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]TAKUROKU', 'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Love Wav', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]The piec', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/shop/category/dvds,3,,,"{'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Arthur I', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/events/hajar-press-book-launch-sambac-beneath-unlikely-sk,2,,,"{'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/events/eleanor-cully-boehringer-jorge-boehringer,6,,,"{'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Eleanor ', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Takuroku', 'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]You may ', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]20 Aug 2', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/shop/category/oto-roku,29,,"{'mic pairings in all free jazz. Featuring uni', ' frills straight-up free jazz, solos and all', '10, from the German free-jazz giant Brötzman', 'ether. Re-animating free improvisation with ', 'ImprovisationJazz / Free JazzNon-Western Mus', ' jazz and dissonant free fall. A hand drum d', 'ics\xa0has been daring free improvisation since'}","{'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]""Japanes', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Born in ', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Digital ', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]OTOROKU ', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]NOTE: Th', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]For the ', 'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Original', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Recorded', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Pat Thom', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]أحمد [Ah', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Vi Är Al', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]gjērhan,'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/membership,42,,"{'growing interest in free improvisation and c', ""gh I had 'acted' to free myself from his tee"", 'com\xa0to be heard for free.\r', 'fe shopAt least one free-to-members event ea', 'ly-bird booking and free-to-member only show', 're.You can also get free Venue Membership if', 'es at OTO, we offer FREE Venue Membership, n'}","{'ment of our digital membership offer.', 'also get free Venue Membership if you are a studen', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Love Wav', 'we offer FREE Venue Membership, no questions asked', 'e and terminate the membership before your next pa', ' also purchase gift memberships by clicking the ""B', ' membership cards, but your mem', ""bring ID.Do I get a membership card?We don't issue"", ' will be sent a pdf voucher that you can print ', 'sed. To cancel your membership you just need to lo', ' shows.Can I use my membership discount when buyin', 'ammeShopDownloadsMembershipSupportArchiveInfoHo', ' and overseas. Your membership also ensures that w', ' I need to renew my membership when it expires?You', 'yment date.Digital MembershipOTO Digital makes ou', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]The Nick', 'Membership ← Cafe OTOMenuProgr', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Chugging', '"" links below. Gift memberships come in durations ', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Desert E', 'r membership will automatically ', 'yBuy for friendFull membershipCheaper tickets for ', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Kuljit B', 'art of your digital membership we pay the artist £', 'mended.Can I use my membership discount when buyin', 'enue MembershipBecoming a venue mem', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]SEE ALLV'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/events/barlox-indew-all-dayer-tara-clerkin-trio-acolytes-,4,,,"{'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]', 'RSFREE WITH DIGITAL MEMBERSHIP CREDITS [?]Takuroku', 'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/shop/category/compact-disc,17,,"{'who led the Swedish free jazz orchestra G.L.', ' trumpet player and free jazz pioneer Don Ch', 'an anything. He’s a free agent.”\xa0\r', 'ith veteran English free-improv great Evan P', 'e. Having pioneered free jazz as a member of', 'ImprovisationJazz / Free JazzNon-Western Mus', 'hrie’s interests in free\xa0jazz, electro-acous'}","{' Jarboe (Swans) and membership in Orchestre Noir a', 'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
9,Cafe OTO.,http://www.cafeoto.co.uk/shop/category/posters-prints,10,,"{'rom a background of free improvisation and n', 'ce in the fields of free jazz and improvised', ' units dedicated to free improvisation and m', 'one of the greatest free-music groups of all'}","{'ogrammeShopDownloadsMembershipSupportArchiveInfoHo', 'tsTapesDVDSDownloadsMembershipSupportArchiveInfoIn'}"
10,Towpath,http://towpathlondon.com/,1,,,{': RECIPES & STORIES(SubsCribeHEREOR WHEREVER YO'}
76,Flotsam & Jetsam,http://www.flotsamandjetsamcafe.co.uk/,3,,,"{'Close MenuMenuVouchersContact usOpen Menu', '0Skip to ContentMenuVouchersContact usOpen Menu', 'Close MenuMenuVouchersContact usFlotsam &'}"
76,Flotsam & Jetsam,http://www.flotsamandjetsamcafe.co.uk/menu,5,,{'ity booster 3.90Moo-free milksoy / oat / coc'},"{'enuCurrent Page:MenuVouchersContact usOur all-d', 'entCurrent Page:MenuVouchersContact usOpen Menu', 'enuCurrent Page:MenuVouchersContact usOpen Menu'}"
79,South Ealing Dental Practice,http://www.dentistsouthealing.com/crown-in-a-day/,2,,{'precision fit metal free crown on the same d'},
51,The Bar with No Name,http://www.69colebrookerow.com/shop,1,,,{'lications & T-ShirtsvouchersTopSIGN UP TO OUR N'}
50,The Black Dog Beer House,http://www.blackdogbeerhouse.co.uk/,14,{'30% discount'},"{'letely independent, free to purchase product', 'N ON THE COUCH!Feel free to browse our onlin'}",
50,The Black Dog Beer House,http://www.blackdogbeerhouse.co.uk/menus?category=Sunday%20Menu,2,,{'e gone! Please feel free to reserve any you '},
50,The Black Dog Beer House,http://www.blackdogbeerhouse.co.uk/menus,4,,"{'Samurai Chardonnay, Free Run Juice 2019, Sou', 'e gone! Please feel free to reserve any you '}",
35,The Wild Card Brewery Barrel Store,http://www.wildcardbrewery.co.uk/,2,,,"{'-wide.BUY BEER HERE!SubscribeSign up with your ', 'y.Thank you!FeaturedSubscribeWild Card BreweryU'}"
70,Over Under Earls Court,http://www.overundercoffee.com/coffee-cart,2,,{'t up and pack down• Free coffee for all gues'},
70,Over Under Earls Court,http://www.overundercoffee.com/shop,3,,{'2 Coffee Bags Get 1 Free - Limited TimeShopC'},{'r Papers4.99Digital Gift Cardfrom25.00STAY UPDATE'}
